,Season,Name,Salary,Pos,Age,Team,GP,GS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG%,3P%,2P%,eFG%,FT%,GS/GP,MPG,ORPG,DRPG,RPG,APG,SPG,BPG,TPG,PFPG,PPG,FGPG,FGAPG,3PPG,3PAPG,2PPG,2PAPG,FTPG,FTAPG,Cap,% of Cap
59,1995.0,Carlos Rogers,930000.0,5.0,23.0,GSW,49.0,18.0,14.3,0.542,0.040999999999999995,0.429,11.7,18.7,15.1,5.8,1.1,3.5,17.2,20.3,0.1,0.8,0.9,0.045,-2.8,0.1,-2.6,-0.2,0.529,0.14300000000000002,0.546,0.532,0.521,0.3673469387755102,20.755102040816325,2.204081632653061,3.4693877551020407,5.673469387755102,0.7551020408163265,0.4489795918367347,1.0612244897959184,1.7142857142857142,2.5306122448979593,8.938775510204081,3.673469387755102,6.938775510204081,0.04081632653061224,0.2857142857142857,3.63265306122449,6.653061224489796,1.5510204081632653,2.979591836734694,23000000,4.043478260869565
60,1995.0,Cedric Ceballos,2245000.0,3.0,25.0,LAL,58.0,54.0,19.9,0.57,0.149,0.299,9.2,16.1,12.6,8.9,1.5,0.6,11.5,26.5,3.5,1.7,5.2,0.12300000000000001,1.9,-1.9,0.0,1.0,0.509,0.397,0.528,0.5379999999999999,0.716,0.9310344827586207,34.98275862068966,2.913793103448276,5.086206896551724,8.0,1.8103448275862069,1.0344827586206897,0.3275862068965517,2.4655172413793105,2.2586206896551726,21.74137931034483,8.568965517241379,16.844827586206897,1.0,2.5172413793103448,7.568965517241379,14.327586206896552,3.603448275862069,5.0344827586206895,23000000,9.76086956521739
61,1995.0,Charles Barkley,4760000.0,4.0,31.0,PHO,68.0,66.0,25.2,0.5720000000000001,0.192,0.444,9.8,26.8,18.2,18.9,2.3,1.4,9.9,27.5,7.4,3.3,10.6,0.214,4.9,1.6,6.4,5.1,0.486,0.33799999999999997,0.521,0.518,0.748,0.9705882352941176,35.029411764705884,2.985294117647059,8.132352941176471,11.117647058823529,4.0588235294117645,1.6176470588235294,0.6617647058823529,2.2058823529411766,2.9558823529411766,22.955882352941178,8.147058823529411,16.779411764705884,1.088235294117647,3.2205882352941178,7.0588235294117645,13.558823529411764,5.573529411764706,7.455882352941177,23000000,20.695652173913043
63,1995.0,Charles Oakley,2400000.0,4.0,31.0,NYK,50.0,49.0,14.3,0.551,0.031,0.382,12.1,21.0,16.7,12.7,2.0,0.3,18.3,16.4,1.6,2.9,4.5,0.138,-0.5,2.8,2.4,1.7,0.489,0.25,0.496,0.49200000000000005,0.7929999999999999,0.98,31.34,3.1,5.8,8.9,2.52,1.2,0.14,2.06,3.58,10.12,3.84,7.86,0.06,0.24,3.78,7.62,2.38,3.0,23000000,10.434782608695652
65,1995.0,Charles Smith,3357000.0,3.0,29.0,NYK,76.0,58.0,13.9,0.544,0.040999999999999995,0.431,8.2,9.5,8.8,9.4,1.2,3.3,14.2,22.1,1.7,3.1,4.8,0.107,-1.6,1.4,-0.2,1.0,0.47100000000000003,0.226,0.48200000000000004,0.47600000000000003,0.792,0.7631578947368421,28.289473684210527,1.894736842105263,2.3684210526315788,4.2631578947368425,1.5789473684210527,0.6447368421052632,1.25,1.9342105263157894,3.763157894736842,12.710526315789474,4.631578947368421,9.828947368421053,0.09210526315789473,0.40789473684210525,4.5394736842105265,9.421052631578947,3.3552631578947367,4.2368421052631575,23000000,14.595652173913043
67,1995.0,Chris Childs,350000.0,1.0,27.0,BRK,53.0,11.0,11.2,0.495,0.44799999999999995,0.262,1.5,5.9,3.7,33.8,2.1,0.2,19.6,16.7,0.5,0.8,1.2,0.057999999999999996,-1.2,-2.9,-4.0,-0.5,0.38,0.32799999999999996,0.42200000000000004,0.45299999999999996,0.753,0.20754716981132076,19.264150943396228,0.2641509433962264,1.0377358490566038,1.3018867924528301,4.132075471698113,0.7924528301886793,0.05660377358490566,1.4339622641509433,2.188679245283019,5.811320754716981,2.0,5.264150943396227,0.7735849056603774,2.358490566037736,1.2264150943396226,2.9056603773584904,1.0377358490566038,1.3773584905660377,23000000,1.5217391304347827
68,1995.0,Chris Dudley,3800000.0,5.0,29.0,POR,82.0,82.0,10.9,0.424,0.002,0.41,15.6,23.2,19.2,2.1,1.0,4.2,13.3,11.4,0.4,3.7,4.1,0.087,-3.4,2.2,-1.2,0.5,0.406,0.0,0.40700000000000003,0.406,0.46399999999999997,1.0,27.378048780487806,3.9634146341463414,5.353658536585366,9.317073170731707,0.4146341463414634,0.524390243902439,1.5365853658536586,0.9878048780487805,3.4878048780487805,5.451219512195122,2.207317073170732,5.439024390243903,0.0,0.012195121951219513,2.207317073170732,5.426829268292683,1.0365853658536586,2.231707317073171,23000000,16.52173913043478
69,1995.0,Chris Gatling,1540000.0,4.0,27.0,GSW,58.0,22.0,19.5,0.64,0.002,0.488,10.7,22.7,16.7,5.9,1.3,2.4,15.8,21.2,2.6,1.4,3.9,0.129,0.0,-0.2,-0.2,0.7,0.633,0.0,0.634,0.633,0.5920000000000001,0.3793103448275862,25.344827586206897,2.4827586206896552,5.155172413793103,7.637931034482759,0.8793103448275862,0.6724137931034483,0.896551724137931,2.0172413793103448,3.1724137931034484,13.724137931034482,5.586206896551724,8.827586206896552,0.0,0.017241379310344827,5.586206896551724,8.810344827586206,2.5517241379310347,4.310344827586207,23000000,6.695652173913043
70,1995.0,Chris Mills,1040000.0,3.0,25.0,CLE,80.0,79.0,11.6,0.52,0.281,0.249,4.3,12.2,8.1,9.7,1.2,1.0,11.2,18.2,2.0,3.4,5.4,0.091,-0.6,0.6,0.0,1.4,0.42,0.392,0.431,0.475,0.8170000000000001,0.9875,35.175,1.2375,3.3375,4.575,1.925,0.7375,0.4375,1.5,3.025,12.325,4.4875,10.6875,1.175,3.0,3.3125,7.6875,2.175,2.6625,23000000,4.521739130434783
71,1995.0,Chris Morris,2500000.0,3.0,29.0,BRK,71.0,49.0,15.5,0.504,0.37,0.228,9.3,11.4,10.3,12.0,2.1,1.7,11.1,21.8,1.8,2.2,4.0,0.09,1.6,0.4,2.0,2.2,0.41,0.33399999999999996,0.455,0.47200000000000003,0.728,0.6901408450704225,30.014084507042252,2.5492957746478875,3.112676056338028,5.661971830985915,2.0704225352112675,1.2112676056338028,0.7183098591549296,1.647887323943662,2.183098591549296,13.380281690140846,4.943661971830986,12.056338028169014,1.4929577464788732,4.464788732394366,3.4507042253521125,7.591549295774648,2.0,2.7464788732394365,23000000,10.869565217391305
72,1995.0,Chris Mullin,2844000.0,3.0,31.0,GSW,25.0,23.0,17.7,0.602,0.267,0.307,3.1,11.3,7.1,22.8,2.1,1.5,19.1,23.2,1.2,0.5,1.7,0.09300000000000001,1.7,0.0,1.7,0.8,0.489,0.452,0.502,0.5489999999999999,0.879,0.92,35.6,1.0,3.6,4.6,5.0,1.52,0.76,3.72,2.12,19.04,6.8,13.92,1.68,3.72,5.12,10.2,3.76,4.28,23000000,12.365217391304348
74,1995.0,Chris Webber,7000000.0,4.0,21.0,WAS,54.0,52.0,20.1,0.521,0.155,0.248,10.8,18.4,14.4,21.5,2.0,2.9,13.8,25.5,1.9,2.2,4.0,0.09300000000000001,2.7,2.1,4.8,3.6,0.495,0.276,0.535,0.516,0.502,0.9629629629629629,38.27777777777778,3.7037037037037037,5.888888888888889,9.592592592592593,4.7407407407407405,1.537037037037037,1.5740740740740742,3.0925925925925926,3.4444444444444446,20.09259259259259,8.592592592592593,17.37037037037037,0.7407407407407407,2.685185185185185,7.851851851851852,14.685185185185185,2.1666666666666665,4.314814814814815,23000000,30.434782608695656
76,1995.0,Christian Laettner,3910000.0,5.0,25.0,MIN,81.0,80.0,17.7,0.58,0.043,0.5429999999999999,7.3,19.7,13.6,15.5,1.9,2.4,16.5,22.5,3.6,2.6,6.2,0.10800000000000001,0.5,1.3,1.8,2.7,0.489,0.325,0.49700000000000005,0.496,0.818,0.9876543209876543,34.19753086419753,2.0246913580246915,5.54320987654321,7.567901234567901,2.888888888888889,1.2469135802469136,1.0740740740740742,2.7777777777777777,3.728395061728395,16.320987654320987,5.555555555555555,11.358024691358025,0.16049382716049382,0.49382716049382713,5.395061728395062,10.864197530864198,5.049382716049383,6.172839506172839,23000000,17.0
77,1995.0,Chuck Person,1690000.0,3.0,30.0,SAS,81.0,1.0,11.5,0.5489999999999999,0.593,0.136,2.9,11.1,7.2,7.9,1.1,0.4,11.4,19.4,1.5,2.1,3.6,0.085,1.0,-1.1,-0.2,0.9,0.423,0.387,0.475,0.537,0.647,0.012345679012345678,25.098765432098766,0.6049382716049383,2.580246913580247,3.185185185185185,1.308641975308642,0.5555555555555556,0.14814814814814814,1.2592592592592593,2.4444444444444446,10.765432098765432,3.9135802469135803,9.25925925925926,2.123456790123457,5.493827160493828,1.7901234567901234,3.765432098765432,0.8148148148148148,1.2592592592592593,23000000,7.3478260869565215
78,1995.0,Chucky Brown,425000.0,3.0,26.0,HOU,41.0,14.0,12.4,0.619,0.017,0.35600000000000004,9.5,16.8,13.3,5.5,0.7,1.2,12.6,12.7,1.3,0.8,2.1,0.12300000000000001,-1.1,-0.3,-1.4,0.1,0.603,0.33299999999999996,0.608,0.606,0.613,0.34146341463414637,19.853658536585368,1.5609756097560976,3.048780487804878,4.609756097560975,0.7317073170731707,0.2682926829268293,0.34146341463414637,0.7073170731707317,2.5609756097560976,6.073170731707317,2.5609756097560976,4.2439024390243905,0.024390243902439025,0.07317073170731707,2.5365853658536586,4.170731707317073,0.926829268292683,1.5121951219512195,23000000,1.8478260869565217
81,1995.0,Clifford Robinson,3018000.0,3.0,28.0,POR,75.0,73.0,18.3,0.5379999999999999,0.29,0.289,6.0,11.8,8.8,12.2,1.5,2.2,9.6,25.5,5.4,3.3,8.7,0.153,2.9,0.2,3.1,3.5,0.452,0.371,0.486,0.506,0.6940000000000001,0.9733333333333334,36.333333333333336,2.026666666666667,3.6133333333333333,5.64,2.64,1.0533333333333332,1.0933333333333333,2.1066666666666665,3.2,21.346666666666668,7.96,17.6,1.8933333333333333,5.1066666666666665,6.066666666666666,12.493333333333334,3.533333333333333,5.093333333333334,23000000,13.121739130434781
82,1995.0,Clifford Rozier,845000.0,5.0,22.0,GSW,66.0,34.0,11.5,0.49,0.018000000000000002,0.39,14.7,21.4,18.0,4.4,1.1,1.8,16.3,15.4,0.1,1.2,1.3,0.043,-3.0,-0.1,-3.2,-0.4,0.485,0.28600000000000003,0.488,0.48700000000000004,0.447,0.5151515151515151,22.636363636363637,3.0303030303030303,4.333333333333333,7.363636363636363,0.6818181818181818,0.5303030303030303,0.5909090909090909,1.3484848484848484,2.9696969696969697,6.787878787878788,2.8636363636363638,5.909090909090909,0.030303030303030304,0.10606060606060606,2.8333333333333335,5.803030303030303,1.0303030303030303,2.303030303030303,23000000,3.6739130434782608
84,1995.0,Clyde Drexler,9810000.0,2.0,32.0,POR,41.0,41.0,22.7,0.55,0.337,0.348,6.4,12.4,9.3,24.2,2.7,1.2,10.6,27.2,4.4,2.1,6.5,0.217,6.2,1.1,7.3,3.4,0.428,0.363,0.462,0.489,0.835,1.0,34.829268292682926,2.048780487804878,3.658536585365854,5.7073170731707314,5.073170731707317,1.8048780487804879,0.5365853658536586,2.3658536585365852,2.8536585365853657,22.048780487804876,7.439024390243903,17.365853658536587,2.1219512195121952,5.853658536585366,5.317073170731708,11.512195121951219,5.048780487804878,6.048780487804878,23000000,42.65217391304348
85,1995.0,Clyde Drexler,9810000.0,2.0,32.0,HOU,35.0,34.0,22.1,0.613,0.319,0.369,6.3,15.0,10.9,19.9,2.4,1.2,12.7,24.2,3.6,1.7,5.2,0.193,4.7,0.9,5.7,2.5,0.506,0.35700000000000004,0.575,0.563,0.809,0.9714285714285714,37.142857142857146,1.9428571428571428,5.085714285714285,7.0285714285714285,4.4,1.7714285714285714,0.6571428571428571,2.5428571428571427,2.5428571428571427,21.4,7.6,15.028571428571428,1.7142857142857142,4.8,5.885714285714286,10.228571428571428,4.485714285714286,5.542857142857143,23000000,42.65217391304348
88,1995.0,Corie Blount,1040000.0,4.0,26.0,CHI,68.0,9.0,11.7,0.49700000000000005,0.01,0.319,14.2,17.6,15.9,9.8,1.5,2.8,19.8,14.9,0.3,1.5,1.7,0.094,-2.5,2.0,-0.5,0.3,0.47600000000000003,0.0,0.48100000000000004,0.47600000000000003,0.5670000000000001,0.1323529411764706,13.073529411764707,1.5735294117647058,1.9558823529411764,3.5294117647058822,0.8823529411764706,0.38235294117647056,0.4852941176470588,0.8676470588235294,2.1470588235294117,3.5,1.4705882352941178,3.088235294117647,0.0,0.029411764705882353,1.4705882352941178,3.0588235294117645,0.5588235294117647,0.9852941176470589,23000000,4.521739130434783
89,1995.0,Craig Ehlo,1855000.0,2.0,33.0,ATL,49.0,0.0,13.9,0.526,0.318,0.168,5.4,9.4,7.3,16.5,2.1,0.4,13.9,20.5,0.8,1.4,2.1,0.08800000000000001,0.0,-0.4,-0.3,0.5,0.45299999999999996,0.381,0.486,0.513,0.62,0.0,23.79591836734694,1.1224489795918366,1.8775510204081634,3.0,2.306122448979592,0.9387755102040817,0.12244897959183673,1.489795918367347,1.7551020408163265,9.73469387755102,3.8979591836734695,8.612244897959183,1.0408163265306123,2.7346938775510203,2.857142857142857,5.877551020408164,0.8979591836734694,1.4489795918367347,23000000,8.065217391304348
90,1995.0,Dale Davis,4050000.0,4.0,25.0,IND,74.0,70.0,16.1,0.57,0.002,0.45,13.6,22.1,17.9,4.0,1.6,3.8,15.2,15.9,2.6,4.3,6.8,0.14,-0.4,2.6,2.3,2.5,0.563,0.0,0.563,0.563,0.5329999999999999,0.9459459459459459,31.7027027027027,3.5,5.905405405405405,9.405405405405405,0.7837837837837838,0.972972972972973,1.5675675675675675,1.6756756756756757,3.0,10.621621621621621,4.378378378378378,7.783783783783784,0.0,0.013513513513513514,4.378378378378378,7.77027027027027,1.864864864864865,3.5,23000000,17.608695652173914
91,1995.0,Dale Ellis,1310000.0,3.0,34.0,DEN,81.0,3.0,12.9,0.5529999999999999,0.34,0.16399999999999998,3.5,9.7,6.7,4.8,1.0,0.3,8.9,20.6,2.4,1.0,3.4,0.083,0.0,-2.9,-2.9,-0.4,0.45299999999999996,0.40299999999999997,0.479,0.522,0.866,0.037037037037037035,24.641975308641975,0.691358024691358,2.049382716049383,2.740740740740741,0.7037037037037037,0.4567901234567901,0.1111111111111111,1.0,1.7530864197530864,11.333333333333334,4.333333333333333,9.555555555555555,1.308641975308642,3.246913580246914,3.0246913580246915,6.308641975308642,1.3580246913580247,1.5679012345679013,23000000,5.695652173913043
92,1995.0,Dan Majerle,3100000.0,3.0,29.0,PHO,82.0,46.0,15.1,0.555,0.532,0.27399999999999997,3.9,10.1,7.0,15.6,1.6,0.9,8.3,17.6,6.0,1.7,7.7,0.12,3.4,-0.4,3.0,3.9,0.425,0.363,0.495,0.521,0.73,0.5609756097560976,37.69512195121951,1.2682926829268293,3.3048780487804876,4.573170731707317,4.146341463414634,1.170731707317073,0.4634146341463415,1.2804878048780488,1.8902439024390243,15.621951219512194,5.341463414634147,12.573170731707316,2.426829268292683,6.682926829268292,2.9146341463414633,5.890243902439025,2.5121951219512195,3.4390243902439024,23000000,13.478260869565217
93,1995.0,Dana Barros,3300000.0,1.0,27.0,PHI,82.0,82.0,20.9,0.632,0.365,0.331,0.9,8.7,4.8,32.6,2.4,0.1,15.3,21.2,10.5,2.2,12.7,0.183,5.9,-1.6,4.3,5.3,0.49,0.46399999999999997,0.505,0.575,0.899,1.0,40.46341463414634,0.32926829268292684,3.0121951219512195,3.341463414634146,7.548780487804878,1.8170731707317074,0.04878048780487805,2.951219512195122,1.9390243902439024,20.5609756097561,6.963414634146342,14.207317073170731,2.402439024390244,5.182926829268292,4.560975609756097,9.024390243902438,4.2317073170731705,4.7073170731707314,23000000,14.347826086956522
95,1995.0,Danny Ferry,4643000.0,4.0,28.0,CLE,82.0,6.0,16.0,0.5720000000000001,0.466,0.168,2.8,11.3,6.9,14.4,1.2,1.4,9.9,22.2,2.3,1.5,3.9,0.14400000000000002,1.9,-1.3,0.6,0.8,0.446,0.40299999999999997,0.483,0.54,0.8809999999999999,0.07317073170731707,15.731707317073171,0.36585365853658536,1.3780487804878048,1.7439024390243902,1.170731707317073,0.32926829268292684,0.2682926829268293,0.7195121951219512,1.5975609756097562,7.487804878048781,2.7195121951219514,6.097560975609756,1.146341463414634,2.841463414634146,1.5731707317073171,3.2560975609756095,0.9024390243902439,1.024390243902439,23000000,20.18695652173913
96,1995.0,Danny Manning,6833000.0,4.0,28.0,PHO,46.0,19.0,18.1,0.578,0.034,0.325,7.4,13.7,10.5,16.4,1.4,2.8,14.5,23.8,2.2,1.2,3.4,0.109,1.3,0.8,2.0,1.5,0.547,0.28600000000000003,0.556,0.551,0.6729999999999999,0.41304347826086957,32.82608695652174,2.108695652173913,3.891304347826087,6.0,3.347826086956522,0.8913043478260869,1.2391304347826086,2.630434782608696,3.8260869565217392,17.869565217391305,7.391304347826087,13.521739130434783,0.13043478260869565,0.45652173913043476,7.260869565217392,13.065217391304348,2.9565217391304346,4.391304347826087,23000000,29.708695652173912
101,1995.0,Darrick Martin,425000.0,1.0,23.0,MIN,34.0,9.0,10.3,0.485,0.163,0.27899999999999997,2.2,7.6,4.9,28.2,2.2,0.0,19.2,18.4,-0.2,0.3,0.1,0.004,-2.6,-2.4,-4.9,-0.6,0.408,0.184,0.451,0.423,0.877,0.2647058823529412,23.61764705882353,0.4117647058823529,1.4705882352941178,1.8823529411764706,3.911764705882353,1.0,0.0,1.8235294117647058,2.588235294117647,7.470588235294118,2.7941176470588234,6.852941176470588,0.20588235294117646,1.1176470588235294,2.588235294117647,5.735294117647059,1.6764705882352942,1.911764705882353,23000000,1.8478260869565217
102,1995.0,Darrin Hancock,225000.0,3.0,23.0,NOP,46.0,7.0,11.2,0.5539999999999999,0.025,0.322,4.1,10.4,7.4,11.6,2.4,0.7,17.8,18.4,-0.1,0.5,0.4,0.049,-3.2,0.2,-3.0,-0.1,0.562,0.33299999999999996,0.568,0.5660000000000001,0.41,0.15217391304347827,9.217391304347826,0.30434782608695654,0.8478260869565217,1.1521739130434783,0.6521739130434783,0.41304347826086957,0.08695652173913043,0.6521739130434783,1.0434782608695652,3.3260869565217392,1.4782608695652173,2.630434782608696,0.021739130434782608,0.06521739130434782,1.4565217391304348,2.5652173913043477,0.34782608695652173,0.8478260869565217,23000000,0.9782608695652175
103,1995.0,David Benoit,1200000.0,3.0,26.0,UTA,71.0,67.0,13.9,0.564,0.196,0.267,6.9,17.6,12.5,4.7,1.3,2.1,10.3,18.0,2.3,2.4,4.6,0.121,0.0,0.5,0.5,1.2,0.486,0.33,0.523,0.518,0.841,0.9436619718309859,25.929577464788732,1.352112676056338,3.8309859154929575,5.183098591549296,0.8169014084507042,0.6338028169014085,0.6619718309859155,1.056338028169014,2.5774647887323945,10.422535211267606,4.014084507042254,8.267605633802816,0.5352112676056338,1.619718309859155,3.4788732394366195,6.647887323943662,1.8591549295774648,2.211267605633803,23000000,5.217391304347826
104,1995.0,David Robinson,7700000.0,5.0,29.0,SAS,81.0,81.0,29.1,0.602,0.013000000000000001,0.57,9.1,22.6,16.2,13.7,2.2,5.9,11.1,29.9,10.7,6.7,17.5,0.273,4.1,4.3,8.4,8.1,0.53,0.3,0.5329999999999999,0.532,0.774,1.0,37.95061728395062,2.888888888888889,7.938271604938271,10.82716049382716,2.9135802469135803,1.654320987654321,3.234567901234568,2.876543209876543,2.8395061728395063,27.62962962962963,9.728395061728396,18.358024691358025,0.07407407407407407,0.24691358024691357,9.654320987654321,18.11111111111111,8.098765432098766,10.45679012345679,23000000,33.47826086956522
105,1995.0,David Wesley,300000.0,1.0,24.0,BOS,51.0,36.0,12.9,0.5329999999999999,0.38,0.3,2.5,7.3,4.9,27.2,3.0,0.4,19.7,13.8,1.5,1.1,2.6,0.091,0.7,-0.2,0.5,0.9,0.409,0.429,0.397,0.49,0.755,0.7058823529411765,27.058823529411764,0.6078431372549019,1.6862745098039216,2.2941176470588234,5.215686274509804,1.607843137254902,0.17647058823529413,1.7058823529411764,2.823529411764706,7.411764705882353,2.5098039215686274,6.137254901960785,1.0,2.3333333333333335,1.5098039215686274,3.803921568627451,1.392156862745098,1.8431372549019607,23000000,1.3043478260869565
106,1995.0,David Wingate,560000.0,2.0,31.0,NOP,52.0,9.0,8.1,0.46,0.18,0.19699999999999998,2.6,10.8,6.9,16.2,1.9,0.8,16.9,14.3,-0.2,0.6,0.4,0.037000000000000005,-4.1,0.4,-3.8,-0.2,0.41,0.182,0.46,0.426,0.75,0.17307692307692307,9.903846153846153,0.21153846153846154,0.9423076923076923,1.1538461538461537,1.0769230769230769,0.36538461538461536,0.11538461538461539,0.5192307692307693,1.1538461538461537,2.3461538461538463,0.9615384615384616,2.3461538461538463,0.07692307692307693,0.4230769230769231,0.8846153846153846,1.9230769230769231,0.34615384615384615,0.46153846153846156,23000000,2.4347826086956523
107,1995.0,David Wood,350000.0,4.0,30.0,GSW,78.0,13.0,10.3,0.5670000000000001,0.27899999999999997,0.359,6.8,13.2,10.0,7.0,1.0,0.7,12.3,13.6,1.7,0.5,2.2,0.078,-1.0,-1.0,-2.0,0.0,0.469,0.341,0.519,0.517,0.778,0.16666666666666666,17.128205128205128,1.064102564102564,2.0256410256410255,3.08974358974359,0.8333333333333334,0.358974358974359,0.16666666666666666,0.6794871794871795,2.782051282051282,5.487179487179487,1.9615384615384615,4.17948717948718,0.3974358974358974,1.1666666666666667,1.564102564102564,3.0128205128205128,1.1666666666666667,1.5,23000000,1.5217391304347827
108,1995.0,Dee Brown,3000000.0,2.0,26.0,BOS,79.0,69.0,15.7,0.562,0.335,0.284,2.6,7.8,5.1,16.7,2.0,1.2,11.7,19.3,5.0,1.8,6.8,0.11699999999999999,2.6,-0.3,2.4,3.1,0.447,0.385,0.478,0.512,0.852,0.8734177215189873,35.34177215189873,0.7974683544303798,2.3544303797468356,3.151898734177215,3.810126582278481,1.3924050632911393,0.620253164556962,1.8481012658227849,2.2911392405063293,15.645569620253164,5.531645569620253,12.367088607594937,1.5949367088607596,4.139240506329114,3.9367088607594938,8.227848101265822,2.9873417721518987,3.5063291139240507,23000000,13.043478260869565
109,1995.0,Dell Curry,1570000.0,2.0,30.0,NOP,69.0,0.0,15.5,0.565,0.46399999999999997,0.14300000000000002,3.0,8.4,5.8,11.5,1.7,0.8,10.6,24.9,1.6,1.7,3.3,0.09300000000000001,1.8,-1.8,0.0,0.9,0.441,0.42700000000000005,0.45299999999999996,0.54,0.856,0.0,24.89855072463768,0.5942028985507246,1.8405797101449275,2.4347826086956523,1.6376811594202898,0.7971014492753623,0.2608695652173913,1.4202898550724639,2.0869565217391304,13.55072463768116,4.971014492753623,11.27536231884058,2.2318840579710146,5.231884057971015,2.739130434782609,6.043478260869565,1.3768115942028984,1.608695652173913,23000000,6.826086956521739
110,1995.0,Dennis Rodman,2500000.0,4.0,33.0,SAS,49.0,26.0,16.6,0.604,0.008,0.46299999999999997,20.8,37.8,29.7,8.5,1.0,1.0,25.3,10.9,2.6,3.2,5.8,0.17800000000000002,0.7,3.1,3.8,2.3,0.5710000000000001,0.0,0.5760000000000001,0.5710000000000001,0.6759999999999999,0.5306122448979592,32.0,5.591836734693878,11.204081632653061,16.79591836734694,1.9795918367346939,0.6326530612244898,0.46938775510204084,2.0,3.2448979591836733,7.122448979591836,2.795918367346939,4.8979591836734695,0.0,0.04081632653061224,2.795918367346939,4.857142857142857,1.530612244897959,2.2653061224489797,23000000,10.869565217391305
111,1995.0,Dennis Scott,3150000.0,3.0,26.0,ORL,62.0,10.0,16.3,0.5770000000000001,0.546,0.177,2.0,9.0,5.6,12.9,1.5,0.6,7.6,21.6,3.5,1.1,4.6,0.147,3.4,-2.7,0.7,1.0,0.439,0.426,0.45399999999999996,0.555,0.754,0.16129032258064516,24.177419354838708,0.4032258064516129,1.9516129032258065,2.3548387096774195,2.1129032258064515,0.7258064516129032,0.22580645161290322,0.9193548387096774,1.9193548387096775,12.935483870967742,4.564516129032258,10.403225806451612,2.4193548387096775,5.67741935483871,2.1451612903225805,4.725806451612903,1.3870967741935485,1.8387096774193548,23000000,13.695652173913043
